word	file	lines
Adina	About.md	17
Adina	About.md	17
Audiographer	About.md	34
Audiography	About.md	35
chapt	About-the-Authors.md	3
chapt	About-this-Course.md	3
chapt	Adherence-practices.md	3
chapt	AI-acts,-orders,-and-regulations.md	3
chapt	AI-Possibilities-Case-Studies.md	3
chapt	Algorithm-considerations.md	3
chapt	Building-an-AI-advisory-team.md	3
chapt	Case-Studies.md	3
chapt	Consent-and-AI.md	3
chapt	Considerations-for-creating-an-AI-Policy.md	3
chapt	Customized-Interfaces-for-AI.md	3
chapt	Customized-Knowledge-for-AI.md	3
chapt	Customized-Security-for-AI.md	3
chapt	Demystifying-Types-of-AI.md	3
chapt	Determining-your-AI-needs.md	3
chapt	DISCUSSION-AI-Possibilities.md	3
chapt	DISCUSSION-AI-Types.md	3
chapt	DISCUSSION-How-AI-Works.md	3
chapt	DISCUSSION-Is-It-AI.md	3
chapt	Elements-of-an-AI-policy.md	3
chapt	Ethical-process.md	3
chapt	Evaluating-your-customized-AI-tool.md	3
chapt	Ground-Rules-for-AI.md	3
chapt	How-AI-Works.md	3
chapt	IDARE-and-AI.md	3
chapt	Introduction-to-Avoiding-AI-Harm.md	3
chapt	Introduction-to-Determining-AI-Needs.md	3
chapt	Introduction-to-Developing-AI-Policy.md	3
chapt	Introduction-to-Exploring-AI-Possibilities.md	3
chapt	Introduction.md	3
chapt	Other-laws-to-consider.md	3
chapt	References.md	3
chapt	Societal-Impact.md	3
chapt	What-AI-Makes-Possible.md	3
chapt	What-are-the-components-of-AI?.md	3
chapt	What-Is-Artificial-Intelligence.md	3
chapt	Why-do-I-need-an-AI-policy?.md	3
creativecommons	LICENSE.md	378,395
DISCOVERABLE	LICENSE.md	286
enforceability	LICENSE.md	359
faq	code_of_conduct.md	123
FirstName	About.md	12,111
fredhutch	README.md	23
Funder	About.md	30
Funder	About.md	37
Funder	About.md	30
Generis	LICENSE.md	85,123,262,264,271
https	code_of_conduct.md	117,123,124
Humphries	About.md	12,13,16,20,27,28
Humphries	About.md	12,13,16,20,27,28
ies	LICENSE.md	112
iframe	About-the-Authors.md	3
iframe	About-this-Course.md	3
iframe	Adherence-practices.md	3
iframe	AI-acts,-orders,-and-regulations.md	3
iframe	AI-Possibilities-Case-Studies.md	3
iframe	Algorithm-considerations.md	3
iframe	Building-an-AI-advisory-team.md	3
iframe	Case-Studies.md	3
iframe	Consent-and-AI.md	3
iframe	Considerations-for-creating-an-AI-Policy.md	3
iframe	Customized-Interfaces-for-AI.md	3
iframe	Customized-Knowledge-for-AI.md	3
iframe	Customized-Security-for-AI.md	3
iframe	Demystifying-Types-of-AI.md	3
iframe	Determining-your-AI-needs.md	3
iframe	DISCUSSION-AI-Possibilities.md	3
iframe	DISCUSSION-AI-Types.md	3
iframe	DISCUSSION-How-AI-Works.md	3
iframe	DISCUSSION-Is-It-AI.md	3
iframe	Elements-of-an-AI-policy.md	3
iframe	Ethical-process.md	3
iframe	Evaluating-your-customized-AI-tool.md	3
iframe	Ground-Rules-for-AI.md	3
iframe	How-AI-Works.md	3
iframe	IDARE-and-AI.md	3
iframe	Introduction-to-Avoiding-AI-Harm.md	3
iframe	Introduction-to-Determining-AI-Needs.md	3
iframe	Introduction-to-Developing-AI-Policy.md	3
iframe	Introduction-to-Exploring-AI-Possibilities.md	3
iframe	Introduction.md	3
iframe	Other-laws-to-consider.md	3
iframe	References.md	3
iframe	Societal-Impact.md	3
iframe	What-AI-Makes-Possible.md	3
iframe	What-are-the-components-of-AI?.md	3
iframe	What-Is-Artificial-Intelligence.md	3
iframe	Why-do-I-need-an-AI-policy?.md	3
immunities	LICENSE.md	370
judgement	01-AI_Possibilities-overall_quiz.md	64
judgement	01-AI_Possibilities-overall_quiz.md	64
judgement	01-AI_Possibilities-overall_quiz.md	64
LastName	About.md	12,111
Licensor	LICENSE.md	59,71,103,107,112,333,344,366,370,378
LICENSOR	LICENSE.md	286,297
Maleah	About.md	31
Maleah	About.md	31
McDermott	About.md	17
McDermott	About.md	17
MERCHANTABILITY	LICENSE.md	286
minicourse	01f-AI_Possibilities-ground_rules.Rmd	36
minicourse	01f-AI_Possibilities-ground_rules.md	34
minicourse	01f-AI_Possibilities-ground_rules.md	34
Moorthi	About.md	15,27,28
Moorthi	About.md	15,27,28
Muschelli	About.md	25
Muschelli	About.md	28,111
Muschelli	About.md	25
O'Conner	About.md	31
O'Conner	About.md	31
Ombrek	About.md	31
Ombrek	About.md	31
OTTR	README.md	7
Paguirigan	About.md	15
Paguirigan	About.md	15
png	About-the-Authors.md	3
png	About-this-Course.md	3
png	Adherence-practices.md	3
png	AI-acts,-orders,-and-regulations.md	3
png	AI-Possibilities-Case-Studies.md	3
png	Algorithm-considerations.md	3
png	Building-an-AI-advisory-team.md	3
png	Case-Studies.md	3
png	Consent-and-AI.md	3
png	Considerations-for-creating-an-AI-Policy.md	3
png	Customized-Interfaces-for-AI.md	3
png	Customized-Knowledge-for-AI.md	3
png	Customized-Security-for-AI.md	3
png	Demystifying-Types-of-AI.md	3
png	Determining-your-AI-needs.md	3
png	DISCUSSION-AI-Possibilities.md	3
png	DISCUSSION-AI-Types.md	3
png	DISCUSSION-How-AI-Works.md	3
png	DISCUSSION-Is-It-AI.md	3
png	Elements-of-an-AI-policy.md	3
png	Ethical-process.md	3
png	Evaluating-your-customized-AI-tool.md	3
png	Ground-Rules-for-AI.md	3
png	How-AI-Works.md	3
png	IDARE-and-AI.md	3
png	Introduction-to-Avoiding-AI-Harm.md	3
png	Introduction-to-Determining-AI-Needs.md	3
png	Introduction-to-Developing-AI-Policy.md	3
png	Introduction-to-Exploring-AI-Possibilities.md	3
png	Introduction.md	3
png	Other-laws-to-consider.md	3
png	References.md	3
png	Societal-Impact.md	3
png	What-AI-Makes-Possible.md	3
png	What-are-the-components-of-AI?.md	3
png	What-Is-Artificial-Intelligence.md	3
png	Why-do-I-need-an-AI-policy?.md	3
rmarkdown	02-chapter_of_course.md	206
Savonen	About.md	12,20,22,23,24,25,27,28
Savonen	About.md	25,26,27,28,111
Savonen	About.md	12,20,22,23,24,25,27,28
schulman	04b-AI_Policy-ai_regs_and_laws.Rmd	100
schulman	04b-AI_Policy-ai_regs_and_laws.md	92
schulman	04b-AI_Policy-ai_regs_and_laws.md	92
sexualized	code_of_conduct.md	30
Sitapriya	About.md	15,27,28
Sitapriya	About.md	15,27,28
socio	code_of_conduct.md	6
synched	LICENSE.md	71
Videographer	About.md	32
Videography	About.md	33
Weddle	About.md	15,17
Weddle	About.md	15,17
WIPO	LICENSE.md	93
